po_number,vendor_id,prd_id,quantity_ordered,unit_cost,order_date
PO-001688,VND-033,561,104,108.91,09/03/2013
PO-001689,VND-019,500,249,420.31,2011-02-10
PO-001690,VND-129,501,1.2,337.36,2022-03-20
PO-001691,VND-034,438,58,246.17,2023-12-06
PO-001692,VND-004,406,166,54.23,2011-01-17
PO-001693,VND-098,583,127,371.28,2018-08-21
PO-001694,VND-100,525,160,$75.6,2024-06-13
PO-001695,VND-030,374,22,338,2018-09-20
PO-001696,VND-075,606,85,223.34,2021-06-10
PO-001697,VND-108,599,76,185,2016-06-30
PO-001698,VND-015,287,250,484.75,2024-10-11
PO-001699,VND-074,578,230,$38.11,2018-08-17
PO-001700,VND-013,589,123,206.36,2023-11-28
PO-001701,VND-069,472,1.1,275.81,01/06/2025
PO-001702,VND-115,532,53,72.06,2011-07-16
PO-001703,VND-049,559,223,410.27,2021-11-27
PO-001704,VND-051,516,128,146.6,2017-05-19
PO-001705,VND-007,231,63,171.64,12/27/2017
PO-001706,VND-079,588,63,41.21,2023-10-12
PO-001707,VND-091,570,98,108.3,10/22/2020
PO-001708,VND-015,535,52,$250.98,2023-01-03
PO-001709,VND-047,436,36,53.69,2012-08-09
PO-001710,VND-110,500,110,96.07,2011-09-06
PO-001711,VND-051,258,125,143.43,12/10/2015
PO-001712,VND-034,535,94,160.44,12/13/2015
PO-001713,VND-056,476,131,215.8,2024-10-05
PO-001714,VND-051,359,2.5,7.88,2023-12-16
PO-001715,VND-057,493,238,59.38,11/27/2013
PO-001716,VND-106,363,225,248.63,2012-03-20
PO-001717,VND-096,225,150,$132.41,03/10/2016
PO-001718,VND-130,355,223,$188.77,2014-02-08
PO-001719,VND-041,536,220,428.03,2014-04-22
PO-001720,VND-048,536,119,N/A,2011-02-21
PO-001721,VND-041,588,118,118.94,2013-08-10
PO-001722,VND-061,552,243,490,2014-01-02
PO-001723,VND-089,597,178,285.86,2016-06-13
PO-001724,VND-141,511,197,10.82,2018-02-07
PO-001725,VND-020,543,2,494.28,02/18/2025
PO-001726,,246,185,149.63,05/26/2014
PO-001727,VND-035,549,193,425.31,2013-11-02
PO-001728,,540,177,205.71,2019-07-19
PO-001729,VND-052,214,164,305.26,2012-12-03
PO-001730,VND-083,374,5.3,,2020-10-02
PO-001731,VND-027,380,95,$51.32,2012-03-01
PO-001732,VND-115,577,224,58.6,2015-10-29
PO-001733,VND-048,545,230,34.71,10/13/2019
PO-001734,VND-100,540,194,22.68,2015-11-11
PO-001735,VND-017,479,90,447.34,2012-07-12
PO-001736,VND-027,543,27,324.63,2015-10-16
PO-001737,VND-070,246,160,56.04,2021-04-10
PO-001738,VND-061,355,209,134.82,2018-02-16
PO-001739,,528,169,449.24,2024-08-22
PO-001740,VND-029,533,112,186.08,07/14/2023
PO-001741,VND-072,518,146,414.17,2020-07-07
PO-001742,VND-098,543,51,37.51,12/28/2018
PO-001743,VND-046,547,49,323.59,2018-03-13
PO-001744,VND-060,590,95,476.17,10/19/2018
PO-001745,VND-106,604,73,203.09,2023-12-23
PO-001746,VND-096,533,12,168.47,07/01/2021
PO-001747,VND-067,564,2,$389.3,2020-07-16
PO-001748,VND-023,528,194,298.3,07/24/2022
PO-001749,VND-010,573,190,86.48,2015-12-24
PO-001750,VND-042,519,62,274.46,08/13/2022
PO-001751,VND-079,530,185,N/A,2011-03-04
PO-001752,VND-098,390,204,230.66,2016-01-08
PO-001753,VND-105,538,82,367.58,2013-08-07
PO-001754,VND-107,564,2.7,41.23,09/30/2019
PO-001755,VND-041,582,56,,04/01/2017
PO-001756,VND-066,587,121,311.43,10/28/2018
PO-001757,VND-093,558,122,185.56,2020-07-31
PO-001758,VND-055,526,11,363.1,2018-11-06
PO-001759,VND-107,478,3.5,84.93,04/05/2016
PO-001760,VND-093,507,94,232.15,2017-04-25
PO-001761,VND-013,558,67,313.76,2015-02-02
PO-001762,VND-040,532,108,61.44,2011-06-24
PO-001763,VND-046,237,25,201.5,02/28/2024
PO-001764,VND-005,539,2.5,360.3,2014-05-25
PO-001765,VND-083,526,236,N/A,2021-07-06
PO-001766,VND-098,434,229,97.51,2017-06-25
PO-001767,VND-013,474,249,,2020-01-14
PO-001768,VND-053,482,62,$16.36,2020-04-07
PO-001769,VND-114,578,94,261.63,2022-02-05
PO-001770,VND-119,561,185,68.63,2023-01-31
PO-001771,VND-101,582,6,333.72,2011-10-09
PO-001772,VND-044,295,144,$143.5,06/16/2019
PO-001773,VND-055,576,15,N/A,2022-02-11
PO-001774,VND-044,517,233,301.14,06/12/2015
PO-001775,VND-013,252,0.7,411.27,2015-07-03
PO-001776,VND-072,357,208,442,06/24/2012
PO-001777,VND-089,465,244,170.88,01/03/2012
PO-001778,VND-086,584,4.1,134.94,2024-06-17
PO-001779,VND-013,472,101,458.51,2020-12-12
PO-001780,VND-020,582,134,427.26,11/05/2012
PO-001781,VND-062,588,197,6.85,2023-10-31
PO-001782,VND-138,295,2.2,109.99,12/10/2015
PO-001783,,566,239,226.69,2016-06-26
PO-001784,VND-081,361,36,305.17,2014-02-16
PO-001785,VND-049,575,4.1,245.48,2020-02-26
PO-001786,VND-066,511,33,273.63,03/16/2013
PO-001787,VND-059,549,171,17.16,2020-03-05
PO-001788,VND-108,573,237,298.1,2019-11-23
PO-001789,VND-071,586,146,101.38,2020-09-11
PO-001790,VND-114,493,141,,2012-12-02
PO-001791,VND-001,528,150,162.41,2023-01-23
PO-001792,VND-086,532,39,487.39,01/15/2014
PO-001793,VND-077,408,95,277,2019-07-12
PO-001794,VND-097,484,113,473.88,2011-08-29
PO-001795,VND-027,556,4.5,474.76,2021-10-30
PO-001796,VND-013,546,21,421.55,2019-11-22
PO-001797,,576,12,303.72,2020-08-11
PO-001798,VND-026,543,144,N/A,2024-05-01
PO-001799,VND-087,465,199,102.11,2021-05-21
PO-001800,VND-002,258,101,N/A,2014-05-13
PO-001801,VND-104,225,165,78.87,2017-03-04
PO-001802,VND-056,564,31,12.76,2016-02-04
PO-001803,,537,6,420,2011-12-09
PO-001804,VND-090,591,67,289.24,2014-11-16
PO-001805,VND-101,572,7,166.68,07/13/2021
PO-001806,VND-105,480,243,300.79,01/23/2013
PO-001807,VND-099,507,127,$184.13,2022-02-15
PO-001808,VND-046,595,2.4,276.74,2019-05-11
PO-001809,VND-071,430,224,103.16,2020-05-24
PO-001810,VND-049,577,110,428.06,02/17/2016
PO-001811,VND-054,486,62,431.03,11/04/2015
PO-001812,VND-065,211,231,125.63,08/08/2021
PO-001813,VND-085,553,213,153.88,02/29/2020
PO-001814,VND-095,496,9,382.76,08/28/2020
PO-001815,VND-050,594,1.4,234.42,2018-02-27
PO-001816,VND-103,481,195,102.09,2011-03-09
PO-001817,VND-101,535,217,166,2021-06-26
PO-001818,VND-094,211,237,213.75,2018-09-30
PO-001819,VND-006,583,179,153.45,2018-11-16
PO-001820,VND-014,489,59,,2015-02-24
PO-001821,VND-106,585,176,115.78,2021-05-29
PO-001822,VND-110,594,26,123.31,2018-06-01
PO-001823,VND-024,512,227,135.78,2011-08-28
PO-001824,VND-112,580,178,184.92,2019-07-13
PO-001825,VND-093,499,88,137,2015-04-26
PO-001826,VND-110,564,161,119.91,2020-09-03
PO-001827,VND-042,498,81,$113.86,2021-09-09
PO-001828,VND-057,374,140,N/A,2011-09-14
PO-001829,VND-035,508,216,48.0,2015-06-25
PO-001830,VND-058,594,223,381.72,2021-09-01
PO-001831,VND-058,231,135,487.97,2013-04-11
PO-001832,VND-082,569,109,46.5,10/19/2019
PO-001833,,467,154,41.51,2016-05-24
PO-001834,VND-006,592,158,$272.23,04/30/2012
PO-001835,VND-097,595,59,54.48,2013-10-21
PO-001836,VND-032,545,136,162,2015-10-30
PO-001837,VND-090,382,2.3,$203.37,2013-01-10
PO-001838,VND-108,594,64,238.33,03/31/2014
PO-001839,VND-026,565,29,149.94,2020-11-26
PO-001840,VND-027,290,182,153.08,2017-05-25
PO-001841,VND-109,290,176,82.61,10/17/2024
PO-001842,VND-093,574,5,343.24,2021-11-07
PO-001843,VND-053,496,233,429.33,2021-06-28
PO-001844,VND-085,290,188,118.15,2020-08-01
PO-001845,VND-077,473,231,164.52,2014-07-07
PO-001846,VND-066,357,92,259.35,2021-04-30
PO-001847,VND-041,498,190,365.85,2011-01-09
PO-001848,VND-113,491,4.5,69.81,2015-05-29
PO-001849,VND-068,552,228,470.37,2022-09-05
PO-001850,VND-044,538,195,122.68,03/28/2012
PO-001851,,594,70,346.44,2017-02-07
PO-001852,VND-075,592,62,$273.14,2017-09-03
PO-001853,VND-116,550,115,28.99,09/10/2012
PO-001854,VND-038,506,3.2,6.45,2013-03-31
PO-001855,VND-109,467,198,102.51,2023-04-08
PO-001856,VND-099,573,107,N/A,2019-09-04
PO-001857,VND-094,295,180,126.54,2023-09-06
PO-001858,VND-071,561,166,243.66,2011-04-14
PO-001859,VND-012,475,26,$483.43,07/09/2011
PO-001860,VND-033,478,224,$398.26,2021-03-30
PO-001861,VND-026,440,136,383.55,08/09/2024
PO-001862,VND-086,477,78,467.7,2024-02-07
PO-001863,VND-054,498,211,97.1,2021-08-07
PO-001864,VND-061,597,30,339.49,2012-10-03
PO-001865,VND-033,559,28,203.85,03/04/2014
PO-001866,VND-005,505,54,101.82,11/18/2020
PO-001867,VND-040,243,36,329.36,2022-10-08
PO-001868,VND-010,487,101,,2017-06-22
PO-001869,VND-030,210,175,403.74,2020-07-07
PO-001870,VND-025,570,96,258.12,2013-03-03
PO-001871,VND-101,517,237,242.2,11/25/2019
PO-001872,VND-075,554,131,,09/16/2019
PO-001873,VND-078,465,1.9,343.04,11/09/2015
PO-001874,VND-032,586,196,487.89,2016-02-10
PO-001875,VND-097,562,165,467.85,2014-04-02
PO-001876,VND-010,243,13,468.64,2024-06-02
PO-001877,VND-061,398,41,66.42,2013-02-10
PO-001878,VND-061,588,243,31.45,12/17/2012
PO-001879,VND-073,566,215,329.8,07/04/2018
PO-001880,VND-081,567,154,84.81,09/13/2021
PO-001881,VND-016,481,105,$493.98,2013-05-22
PO-001882,VND-075,579,241,,2013-02-16
PO-001883,VND-087,585,222,206.16,2012-09-22
PO-001884,VND-014,398,245,179.44,02/24/2020
PO-001885,VND-083,488,56,282.47,2020-04-17
PO-001886,VND-030,544,182,292.48,2023-11-15
PO-001887,VND-024,588,4.2,11.42,2019-10-16
PO-001888,VND-109,584,30,402.23,2022-01-27
PO-001889,VND-110,471,158,N/A,2020-06-15
PO-001890,,243,155,N/A,2023-12-22
PO-001891,VND-102,485,199,116.33,2014-08-31
PO-001892,VND-082,550,32,426.05,04/04/2016
PO-001893,VND-022,380,199,180,2015-11-20
PO-001894,VND-131,589,83,439.69,2017-02-08
PO-001895,VND-057,402,28,$495.77,2016-09-12
PO-001896,VND-018,588,60,134.25,2020-02-07
PO-001897,VND-078,474,25,112.73,2015-08-31
PO-001898,,530,134,172.15,06/08/2016
PO-001899,VND-058,588,93,,2012-01-13
PO-001900,VND-038,596,5.3,433.79,2021-06-04
PO-001901,VND-107,408,243,$51.01,2021-05-03
PO-001902,VND-103,440,121,217.25,2012-06-11
PO-001903,VND-091,444,250,460.34,2014-01-19
PO-001904,VND-101,479,158,397.0,2014-11-07
PO-001905,VND-034,406,112,451.38,2012-05-17
PO-001906,VND-109,489,44,486.15,03/17/2023
PO-001907,VND-092,231,72,419.21,2017-01-26
PO-001908,VND-056,499,241,335.81,2024-06-23
PO-001909,VND-057,480,4.4,157.92,2012-06-17
PO-001910,VND-097,258,120,158.97,2024-12-05
PO-001911,VND-013,585,15,413.2,2017-09-24
PO-001912,VND-115,281,1.5,310.17,2012-09-15
PO-001913,VND-025,237,45,194.2,2023-12-18
PO-001914,VND-058,563,43,120.7,2024-01-29
PO-001915,VND-013,258,139,$99.98,2013-02-03
PO-001916,VND-108,488,168,78.65,2024-12-06
PO-001917,VND-071,600,105,403.95,2020-07-10
PO-001918,VND-033,475,95,478.75,2023-01-31
PO-001919,VND-035,597,2.6,$406.91,2020-10-13
PO-001920,VND-025,508,242,168.24,2016-08-02
PO-001921,VND-115,225,89,380.76,2017-01-12
PO-001922,VND-051,565,236,317.62,2022-09-24
PO-001923,VND-084,518,54,52.58,10/08/2023
PO-001924,VND-036,527,141,7.24,01/30/2020
PO-001925,VND-020,550,117,141.01,2024-03-15
PO-001926,VND-092,506,112,296.58,2024-09-10
PO-001927,VND-056,589,180,N/A,2016-10-16
PO-001928,VND-012,476,233,18.03,09/19/2020
PO-001929,VND-098,524,101,182.46,2022-09-29
PO-001930,,496,187,472.12,2018-04-22
PO-001931,VND-041,476,186,106.18,2019-08-15
PO-001932,VND-088,521,84,488.32,04/03/2019
PO-001933,VND-003,575,105,355.17,04/09/2018
PO-001934,VND-043,243,183,135.83,2016-02-22
PO-001935,VND-065,589,43,,08/01/2023
PO-001936,VND-006,372,221,124.16,2013-10-15
PO-001937,VND-025,603,213,496.39,2022-01-01
PO-001938,VND-034,542,147,375.58,03/23/2020
PO-001939,VND-028,492,57,420.75,2012-02-29
PO-001940,VND-021,522,97,46.61,10/12/2012
PO-001941,,485,129,N/A,2015-09-04
PO-001942,VND-073,506,13,,2021-12-25
PO-001943,VND-027,601,65,144.22,2020-04-22
PO-001944,VND-107,563,190,120.15,2016-10-15
PO-001945,VND-051,522,23,421.9,05/18/2014
PO-001946,VND-117,361,78,181.88,2021-01-22
PO-001947,VND-056,374,242,271.4,2020-08-07
PO-001948,VND-077,564,127,250.42,06/05/2022
PO-001949,VND-094,483,241,253.71,2019-05-25
PO-001950,VND-027,524,202,413.78,2024-03-05
PO-001951,VND-064,517,73,436.7,2016-05-20
PO-001952,VND-049,287,114,152.53,2021-10-07
PO-001953,VND-090,436,3.4,$323.46,2021-07-26
PO-001954,VND-109,514,92,79.26,2017-03-25
PO-001955,VND-073,495,109,174.27,2016-11-27
PO-001956,VND-019,515,9,458.13,2015-06-29
PO-001957,VND-006,476,219,382,2011-04-21
PO-001958,VND-114,488,193,413.11,2012-05-05
PO-001959,VND-083,538,189,160.61,2024-06-16
PO-001960,VND-044,538,247,464.93,2023-04-14
PO-001961,VND-043,530,237,323.2,2012-09-18
PO-001962,VND-001,481,188,202.95,2022-06-19
PO-001963,VND-021,591,190,70.92,2019-08-07
PO-001964,VND-003,544,18,86.22,2024-06-19
PO-001965,,404,48,454.59,03/11/2016
PO-001966,VND-066,584,137,457.74,2018-01-28
PO-001967,VND-030,295,97,244.85,2012-03-24
PO-001968,VND-082,298,188,173.09,2016-06-18
PO-001969,VND-115,363,2.1,56.04,09/17/2017
PO-001970,VND-031,539,58,N/A,09/25/2014
PO-001971,VND-094,589,105,463.21,01/19/2023
PO-001972,VND-029,298,236,255.21,2021-09-29
PO-001973,VND-051,430,242,400,2014-03-03
PO-001974,VND-086,544,94,348.41,2012-10-05
PO-001975,VND-086,568,3.3,443.67,07/05/2024
PO-001976,VND-077,506,207,444.11,09/14/2012
PO-001977,VND-105,568,138,427.64,2019-06-14
PO-001978,VND-080,298,184,$367.51,12/23/2017
PO-001979,VND-113,508,33,491.1,2022-12-14
PO-001980,VND-084,504,191,N/A,07/10/2014
PO-001981,VND-101,309,132,238.73,2012-03-02
PO-001982,VND-041,595,51,169.51,2013-01-12
PO-001983,VND-008,258,10,405.19,2019-02-17
PO-001984,VND-013,581,229,499.91,2021-02-01
PO-001985,VND-042,579,82,372.0,2019-02-01
PO-001986,VND-043,493,78,281.39,04/28/2016
PO-001987,VND-021,514,220,,2024-05-27
PO-001988,VND-121,585,159,,06/04/2014
PO-001989,VND-015,587,165,309.85,2011-07-07
PO-001990,VND-023,580,205,205.23,2022-10-22
PO-001991,VND-022,585,208,464.3,2022-04-17
PO-001992,VND-079,507,8,317.56,2019-07-19
PO-001993,VND-002,498,36,318.9,12/08/2012
PO-001994,VND-105,372,117,104.61,2018-11-21
PO-001995,VND-091,528,69,309.76,2012-01-17
PO-001996,VND-078,528,38,48.74,2016-09-12
PO-001997,VND-071,574,5.1,,01/02/2012
PO-001998,,507,3.2,467.97,2019-12-17
PO-001999,VND-049,486,68,403.3,2011-04-15
PO-002000,VND-007,593,66,N/A,2024-08-12
PO-002001,VND-059,510,67,51.42,2024-02-09
PO-002002,VND-059,374,144,256.79,2025-01-23
PO-002003,VND-096,567,61,197.73,07/18/2019
PO-002004,VND-020,561,0.9,364.82,2020-05-06
PO-002005,,481,151,377.85,07/28/2019
PO-002006,VND-085,217,5,65.02,2012-10-14
PO-002007,VND-072,560,196,126.72,2016-10-01
PO-002008,VND-011,560,32,405.4,2023-10-10
PO-002009,VND-060,363,151,51.02,2019-02-10
PO-002010,VND-009,554,57,366.43,2021-08-20
PO-002011,VND-071,604,209,375.37,2023-06-26
PO-002012,VND-091,382,43,333.45,2018-06-10
PO-002013,VND-023,544,184,5.8,03/01/2015
PO-002014,VND-034,505,112,,2022-10-26
PO-002015,VND-042,584,109,207.7,2020-07-30
PO-002016,VND-055,481,142,486.92,2011-06-01
PO-002017,VND-080,531,21,319.91,2023-11-20
PO-002018,VND-048,585,85,83.53,2021-09-17
PO-002019,VND-075,591,71,344.49,2024-12-18
PO-002020,VND-053,585,238,224.66,07/12/2017
PO-002021,VND-086,536,86,308.5,2013-08-23
PO-002022,VND-123,574,228,204.63,2018-02-20
PO-002023,VND-099,214,13,107.24,2020-07-28
PO-002024,VND-063,511,215,380.51,2015-02-13
PO-002025,VND-022,400,38,143.98,2021-08-30
PO-002026,VND-091,563,98,29.17,2015-10-28
PO-002027,VND-095,246,206,255.54,2016-09-12
PO-002028,VND-028,486,19,N/A,2011-03-08
PO-002029,VND-033,505,135,493.45,2015-12-01
PO-002030,VND-037,516,89,81.35,2018-10-04
PO-002031,VND-067,478,212,329,2024-10-17
PO-002032,VND-087,495,102,,02/13/2022
PO-002033,VND-010,353,40,411.4,2017-09-14
PO-002034,VND-094,384,94,89.5,2020-12-19
PO-002035,VND-099,576,56,431.14,2019-01-06
PO-002036,VND-044,550,235,95.28,2021-03-08
PO-002037,VND-066,574,74,6.25,2024-08-15
PO-002038,VND-116,497,201,,2011-07-03
PO-002039,VND-010,526,95,288.43,2013-03-30
PO-002040,VND-043,564,87,54.65,09/14/2017
PO-002041,VND-072,604,63,323.83,2024-11-26
PO-002042,VND-060,521,200,449.46,2021-09-03
PO-002043,VND-099,566,204,321.13,2019-02-10
PO-002044,VND-091,536,221,284.02,09/08/2020
PO-002045,VND-037,606,230,205.43,01/22/2011
PO-002046,VND-016,498,152,66.87,2016-05-28
PO-002047,VND-046,574,117,N/A,01/27/2012
PO-002048,VND-033,579,229,348.65,2024-10-13
PO-002049,VND-050,529,87,56.41,2014-11-17
PO-002050,VND-054,546,167,110.93,2021-12-10
PO-002051,VND-021,547,96,13.74,05/27/2014
PO-002052,VND-117,498,154,246.46,01/21/2024
PO-002053,VND-055,243,230,,03/11/2013
PO-002054,VND-018,418,62,369.35,11/20/2016
PO-002055,VND-042,222,65,298.49,10/09/2017
PO-002056,VND-068,581,185,$411.15,2013-02-25
PO-002057,VND-048,592,88,270,2017-07-10
PO-002058,VND-051,592,10,17.57,2022-03-14
PO-002059,VND-011,527,174,423.96,09/16/2019
PO-002060,VND-053,527,166,21.55,2020-10-30
PO-002061,VND-073,490,26,353.3,2024-05-25
PO-002062,VND-107,467,198,$294.76,2019-03-11
PO-002063,VND-028,519,62,338.53,2016-08-09
PO-002064,VND-007,535,1.1,111.13,10/28/2022
PO-002065,VND-048,353,157,139.69,2015-10-17
PO-002066,VND-043,390,80,121,2021-07-01
PO-002067,VND-098,596,114,$442.8,01/18/2016
PO-002068,VND-003,430,219,346,2017-01-04
PO-002069,VND-093,594,94,$221.29,2012-02-27
PO-002070,VND-005,541,218,474.55,2014-06-10
PO-002071,VND-065,561,182,$38.81,04/27/2016
PO-002072,VND-081,309,33,478.67,09/25/2022
PO-002073,VND-132,578,222,191.92,09/23/2014
PO-002074,VND-089,549,38,N/A,02/19/2024
PO-002075,VND-105,604,247,316.41,2017-11-12
PO-002076,VND-026,505,82,462.64,2019-05-08
PO-002077,VND-095,546,196,,2013-03-10
PO-002078,VND-061,408,5,76.47,2015-10-18
PO-002079,VND-082,440,244,258.93,02/09/2023
PO-002080,VND-038,537,67,71.62,2023-01-17
PO-002081,VND-072,472,83,34.53,2012-09-02
PO-002082,VND-076,436,3,256.54,02/21/2015
PO-002083,VND-064,533,3.3,343,2019-11-09
PO-002084,VND-076,467,97,303.83,2020-10-07
PO-002085,VND-095,258,48,260,2020-06-11
PO-002086,VND-118,542,13,55.97,2017-04-28
PO-002087,VND-031,581,217,167.61,2023-11-18
PO-002088,VND-042,353,22,164.84,10/15/2024
PO-002089,VND-003,509,65,$286.72,03/04/2016
PO-002090,VND-032,486,209,61.67,11/29/2021
PO-002091,VND-018,551,4.7,54.42,2021-02-08
PO-002092,VND-054,528,119,63.34,2023-03-22
PO-002093,VND-111,573,187,437.94,07/13/2016
PO-002094,VND-020,400,147,379.58,2020-01-03
PO-002095,VND-109,480,37,N/A,06/10/2022
PO-002096,VND-051,549,129,$100.1,03/14/2016
PO-002097,,502,227,$426.39,2012-11-08
PO-002098,VND-052,556,177,65.45,08/01/2018
PO-002099,VND-112,605,234,98.75,2012-10-29
PO-002100,VND-088,559,145,466.21,2019-03-31
PO-002101,VND-068,536,125,100.16,2024-07-09
PO-002102,VND-009,556,34,466.77,2022-03-22
PO-002103,VND-054,474,60,$317.44,2018-05-27
PO-002104,VND-053,553,194,383.16,2015-09-07
PO-002105,VND-059,255,1.9,471.16,2021-06-04
PO-002106,VND-062,583,216,44.61,03/02/2024
PO-002107,VND-111,402,203,415.22,2016-04-20
PO-002108,VND-068,477,88,5.16,2018-06-23
PO-002109,VND-082,487,113,112.52,2022-12-18
PO-002110,VND-053,225,217,244.41,2013-01-29
PO-002111,VND-050,558,77,$209.71,2024-02-03
PO-002112,VND-130,531,226,148.52,2013-05-30
PO-002113,VND-022,541,117,196.76,2020-05-19
PO-002114,VND-037,584,1.5,256.2,08/22/2017
PO-002115,VND-048,599,216,363.16,2019-07-12
PO-002116,VND-090,593,18,70.45,2015-01-30
PO-002117,VND-086,606,227,230.83,2023-04-16
PO-002118,VND-132,434,229,$76.44,2021-07-04
PO-002119,VND-102,604,18,47.27,07/04/2021
PO-002120,VND-018,372,108,332.04,2016-05-06
PO-002121,VND-090,390,42,343.78,02/07/2023
PO-002122,VND-030,567,59,192.65,03/01/2012
PO-002123,VND-052,554,67,341.63,2011-08-14
PO-002124,VND-019,408,138,N/A,2024-09-22
PO-002125,VND-013,374,63,418.15,2014-02-25
PO-002126,VND-036,474,212,147.2,2019-07-31
PO-002127,VND-016,558,196,$392.73,2018-08-22
PO-002128,VND-043,378,2,487.34,2019-02-14
PO-002129,VND-050,495,123,485.61,2017-10-15
PO-002130,VND-061,549,174,118.2,2022-11-21
PO-002131,VND-034,284,9,,2013-12-01
PO-002132,VND-057,436,199,70.2,04/24/2018
PO-002133,VND-066,386,133,414.05,2023-09-10
PO-002134,VND-112,489,205,290.26,2016-08-23
PO-002135,VND-042,357,61,95.46,2023-12-14
PO-002136,VND-003,492,11,246.4,2011-02-24
PO-002137,VND-003,380,188,377.31,2012-10-11
PO-002138,VND-050,479,1.8,73.06,12/20/2021
PO-002139,VND-140,478,34,N/A,2012-07-12
PO-002140,VND-049,398,175,130.17,2011-05-27
PO-002141,VND-099,511,3.1,$149.72,2012-02-21
PO-002142,VND-080,505,127,122.76,2015-03-26
PO-002143,VND-089,214,204,133.51,2019-12-04
PO-002144,VND-020,512,69,268.1,2024-05-01
PO-002145,VND-062,211,12,284.92,2013-03-27
PO-002146,VND-005,568,19,27.88,11/03/2021
PO-002147,VND-099,500,59,484.92,2014-06-21
PO-002148,VND-080,575,194,173.53,2011-01-31
PO-002149,VND-087,505,208,217.53,2013-04-24
PO-002150,VND-012,482,250,394.84,2024-07-21
PO-002151,VND-119,355,247,95.84,2021-04-22
PO-002152,VND-081,515,34,44.47,06/28/2021
PO-002153,VND-025,486,244,410,05/01/2016
PO-002154,VND-089,521,119,441.52,2021-01-30
PO-002155,VND-028,571,221,448.88,2015-04-16
PO-002156,VND-120,506,29,206.02,2014-09-11
PO-002157,VND-072,583,214,458.32,2017-11-23
PO-002158,VND-075,575,2.0,292.69,2016-01-29
PO-002159,VND-099,246,3,212.38,2012-02-19
PO-002160,VND-019,483,104,390.71,2016-02-12
PO-002161,VND-036,562,9,392.04,2014-02-07
PO-002162,VND-098,478,162,472,2024-05-09
PO-002163,VND-033,353,30,$96.25,2018-06-13
PO-002164,VND-036,535,85,484.98,2017-12-20
PO-002165,VND-072,478,157,$112.63,2011-04-05
PO-002166,VND-037,524,42,271.66,2022-10-31
PO-002167,VND-094,516,124,$399.64,2018-03-31
PO-002168,VND-083,225,43,456.82,2018-12-01
PO-002169,VND-033,513,11,75.91,2021-06-06
PO-002170,,572,2.0,38.44,11/21/2023
PO-002171,VND-061,538,216,165.82,2017-12-28
PO-002172,VND-040,402,32,248.89,2012-03-06
PO-002173,VND-060,503,69,120,2012-05-16
PO-002174,VND-094,557,5,427.57,2017-11-09
PO-002175,VND-109,586,132,348.49,2024-03-25
PO-002176,VND-110,540,57,467.46,2015-06-12
PO-002177,VND-117,583,47,221,2018-08-20
PO-002178,VND-105,531,6,271.67,2015-01-04
